c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
-0.396211208,0.594579498,-0.816946551,0.230323359,0.546451777,-0.122268803,0.874444248,-0.807845219,0.030578417,0.117712639,0.599044736,-0.031578506,-0.065726201,0.128893162,0.927753477,-0.160757426,-0.996819528,-0.843055832,-0.027508628,-0.331562972,-0.142760947,-0.883475777,-0.009229387,0.149414806,0.214932859
-0.455661336,-0.906098488,-0.783336887,-0.677991326,0.53797879,-0.364298985,0.720689532,0.726735337,-0.063436265,0.55318233,0.345710253,0.637211983,-0.284456367,-0.183177136,0.272773886,-0.100740947,-0.270131085,-0.05567847,-0.820125641,0.138352101,0.811942362,-0.328585349,0.834716957,0.056475077,0.312352864
-0.353807903,-0.805048511,0.61824967,-0.550118966,-0.600155866,-0.290416332,-0.037676908,-0.49825184,0.327459378,0.19407224,0.303940806,-0.453765619,0.195481183,0.422806674,-0.738700021,0.282226994,0.013751366,0.896638873,-0.109079384,0.132483458,-0.649709399,0.453323712,0.18675403,0.54795718,0.215611168
0.708457184,0.644278523,-0.221730832,0.031868495,0.738806016,0.426822448,-0.089184718,0.201277401,-0.776488307,-0.610725229,-0.687414979,0.920419567,0.296600954,0.137877306,0.615376854,0.104572319,-0.083124321,-0.611214382,0.302442071,-0.759706598,-0.530493177,0.624519866,0.610466183,-0.612689908,0.864598029
0.983423413,-0.442691742,-0.347653693,-0.831176742,0.537409781,-0.272833373,-0.283744177,0.290350585,-0.27989004,-0.426447164,-0.828406733,0.143485207,0.26742928,-0.344743258,0.252130819,0.924174956,-0.180256147,-0.907087955,-0.793948023,-0.003164304,0.963577648,-0.823595088,-0.801393879,-0.468968682,-0.926423504
0.871186079,-0.411329466,-0.410731102,-0.883995572,-0.077059434,-0.434839703,0.12764796,-0.181893026,-0.607624336,0.192901404,-0.939940535,-0.263543592,-0.844117564,-0.930811432,0.989038241,0.086502852,0.17845101,0.353433021,0.698829218,-0.39848606,-0.502539961,0.756752669,-0.031237346,0.760121545,-0.448443122
-0.729079614,0.977501083,0.506202251,0.697817321,0.484116069,0.875006876,-0.115754235,0.478019361,-0.679780951,-0.812736979,-0.305498149,0.336761865,0.854601747,-0.820608425,-0.76161095,0.635872081,-0.528316629,-0.145799535,-0.917803441,0.462776082,-0.863514602,0.556985069,-0.135310709,-0.056669715,0.020616618
-0.883034009,-0.347465919,0.92749631,0.624252599,0.865826261,-0.434948059,0.565768112,-0.93627514,0.215512386,0.089331115,0.296962167,0.634699873,0.582034528,0.642366702,-0.924373187,-0.562836227,-0.395347769,-0.174691267,0.971635804,0.72516997,0.343680774,-0.51486886,0.008515826,-0.22530587,0.594177949
-0.635474938,0.12084628,-0.407625683,0.371774349,-0.026391658,-0.443584088,-0.267721034,0.964696173,0.41912969,0.205882412,0.2755958,-0.145007328,0.463216033,-0.716693871,0.783923109,0.582436676,0.289572636,0.433065011,-0.460222622,0.089270841,-0.874489583,0.017351036,0.365484117,-0.244940311,-0.007494044
-0.857375693,-0.390042871,-0.845803643,-0.11854764,0.950972701,-0.44649886,-0.247079607,-0.521712812,0.884664427,-0.272134875,-0.317545444,-0.849919277,-0.7710692,-0.047136745,0.974518608,-0.633823485,0.507564122,0.65581563,0.544940445,0.579293637,0.526916667,0.621259723,-0.397557752,-0.818689197,-0.820672095
-0.074277989,0.423051804,0.375523898,0.940782901,-0.208472776,-0.330681507,0.331526606,-0.687026431,0.147093775,-0.018840268,-0.055768318,0.421140467,-0.816745714,-0.096935469,-0.052039685,0.708834849,0.638648906,0.89696615,-0.108432259,-0.701920719,-0.759709872,0.594462026,-0.848838868,-0.806925565,-0.971828491
0.367880324,-0.383679628,0.186099845,-0.914172258,-0.15222527,0.459218695,0.398322943,-0.49884587,0.79987201,0.441126185,-0.371465245,-0.280412274,0.783308758,-0.124800362,-0.374544814,-0.285367326,-0.222233534,0.199998346,-0.44002665,-0.89478065,0.779522532,-0.803564401,0.229126742,0.635878487,-0.462664381
-0.872862526,0.488641409,-0.162157364,-0.970733513,0.616086586,-0.031538424,0.980051554,0.307008086,0.727054794,-0.16953908,0.00803078,-0.429957494,0.321632966,-0.217429769,-0.028607804,-0.20622178,-0.801644817,0.808309317,0.627418311,-0.217127647,0.026074054,0.526148007,0.372453966,-0.654439399,0.80973522
0.469927268,-0.36677893,0.299983352,0.620136506,-0.799192246,0.93464092,-0.263916026,-0.586718123,-0.96522874,0.197951501,0.788877722,-0.668635384,-0.017047978,0.361337889,-0.286007494,-0.883576055,0.791742446,0.181161154,-0.897935823,0.237295979,0.064105809,0.785404588,0.140984914,0.740628021,-0.353912872
0.896116932,-0.733796708,0.023386758,-0.762927545,0.560630368,-0.544048385,0.140871575,0.877354181,-0.520000885,0.675400482,0.602467123,0.613787665,-0.027854848,-0.427683382,0.047091426,-0.182764135,0.688197933,-0.347797148,-0.648952554,-0.846781348,0.289800557,-0.807992564,0.079155041,-0.610645727,-0.915524732
0.159874053,-0.141790773,0.617709138,-0.478071379,0.630766765,-0.426063978,0.493613369,-0.35603552,-0.090219129,0.350850716,-0.666409705,0.274875035,0.762170812,0.416717212,0.847635757,0.390680906,-0.507387572,0.422571867,0.638237527,-0.392079638,-0.010048717,-0.085036919,0.004631114,0.779616735,-0.099741315
-0.428532939,-0.494968656,-0.949321981,0.452370864,0.007440484,0.399579928,-0.225275796,0.105744885,0.396443515,0.01161192,0.23067903,-0.059650265,-0.733618215,0.164405803,-0.848108107,0.590443304,0.966342234,-0.940085769,0.353530331,-0.649664662,0.348772691,-0.56401728,0.806692835,-0.842309734,0.851655468
-0.303587982,-0.173597984,0.267295367,0.849766187,0.243163804,0.213329633,0.681916329,0.379860316,0.24267557,-0.125929759,-0.450377623,-0.884125166,-0.703690127,-0.311470902,0.596661077,0.641816912,0.028302561,-0.813751879,-0.077628115,0.897087169,0.804326841,-0.27238497,0.070576401,0.844015212,-0.602069248
0.459570048,-0.733177478,0.112762743,-0.748116556,-0.787087923,-0.595272862,-0.100123019,0.760602628,0.094047147,0.914971799,-0.652404209,0.354174618,0.514971741,-0.722744229,0.057351248,0.271325494,-0.327687173,-0.172709809,0.823702248,0.889323749,-0.648109881,-0.396769116,0.879208286,0.107681054,-0.354070749
0.642443375,0.664537349,0.297257726,-0.661549048,0.802676223,0.906285259,-0.538071545,0.661770801,-0.067349276,0.841385121,-0.386288803,-0.321848767,-0.760292915,0.382777121,0.649910255,-0.302801705,0.52086764,-0.867123821,-0.397512322,-0.022679152,-0.81201114,-0.644853307,0.433411443,0.415746214,-0.538376654
-0.831028179,-0.204266594,-0.639887604,0.90252884,0.774370957,0.209331164,-0.317396688,0.127438058,0.206281751,0.366907586,-0.451435822,0.223224071,0.955845875,-0.633894764,-0.125401387,-0.078087378,-0.791226585,-0.343951941,-0.023226913,-0.039675324,-0.073975302,0.533050384,0.538456226,0.436307963,-0.452728756
0.745701497,0.404304942,0.31847465,-0.527035068,-0.498982619,-0.279468856,0.471198441,-0.539872872,-0.488631569,-0.903976621,0.515997001,0.789747398,-0.234153217,0.622896811,0.26813986,0.069438862,-0.113592407,-0.442887512,-0.750920029,0.983669951,0.293393398,0.09482613,-0.165739978,0.11481529,-0.965801399
-0.921008045,0.535064677,-0.570168457,-0.788880234,-0.12415493,0.534586964,-0.103057463,-0.323802237,-0.51660737,0.665322673,0.7189676,-0.276872541,0.162328823,0.393442046,-0.934638949,-0.151204144,0.425037323,-0.676123257,0.32432235,0.96756404,0.758537739,0.06643629,0.598472378,0.577049671,-0.457224071
-0.988399109,-0.638675736,-0.678652818,-0.253801035,-0.999553782,0.034993949,0.25043557,-0.757550101,0.282814021,-0.134179997,-0.473292796,-0.793797722,-0.922838821,-0.568427657,0.727234146,0.05021241,0.887073685,-0.288102878,-0.298518617,-0.756688106,0.191210891,0.132649819,-0.99797559,0.910005788,0.513864167
0.798612921,-0.738568195,0.003862957,0.83655108,-0.240447941,-0.887409087,-0.95423856,-0.265097785,0.618598883,0.682948431,0.773954459,0.411926268,-0.543579553,-0.255710698,0.116862347,-0.280602595,0.295935291,0.208521449,0.929315282,0.057725018,-0.092829887,0.411445518,0.754983365,0.705492196,-0.50083474
-0.331678096,0.084275875,0.332348931,-0.713186049,-0.098367256,-0.43118119,0.794552158,-0.706868039,0.282601757,0.540117164,0.606337958,-0.742227017,-0.883219131,-0.133341716,0.603972178,-0.800857785,0.167167476,-0.212430913,-0.468919723,-0.986059385,0.511889573,-0.752441036,0.845809417,0.627205118,0.097551636
-0.963537833,0.946950124,-0.354764038,0.121417967,0.592194773,-0.025163728,-0.781020843,-0.730616215,0.447298694,0.919619915,-0.064479395,-0.799095854,0.341430225,0.8617159,-0.587670259,0.969412799,-0.240780973,0.096204965,0.131340461,-0.951536493,0.887083213,0.395451938,0.91450341,-0.847040075,-0.151068075
0.103587562,-0.190822942,0.026976875,0.278424651,0.825168398,0.454303513,0.064257111,0.094525269,0.584256794,-0.187862472,0.872416358,-0.975386831,0.218158744,0.937417329,-0.957576825,-0.134243219,0.709760731,0.261606917,0.997542877,0.403540813,0.227973739,-0.492237078,0.401895319,-0.631116746,-0.361092295
0.267608249,0.742771175,0.668670808,0.170511451,-0.850064903,0.791157124,-0.244576677,-0.979928745,-0.908270742,-0.091457659,-0.263325988,-0.061740981,0.188538436,0.526511203,-0.880183563,-0.916313139,0.678200708,-0.287240665,0.547629425,0.240867193,0.330735861,0.917646144,0.855946814,0.184361011,0.354698097
0.849895715,-0.696818094,0.495845092,-0.902286152,-0.166095522,-0.247355678,0.158918826,-0.690522903,-0.20714037,-0.936684622,-0.564282186,-0.132844136,-0.996605471,-0.514206176,0.739353875,-0.984881927,0.122599861,-0.504631424,-0.228607202,-0.467234679,0.624349794,0.121167413,-0.574757199,0.236965691,0.993706259
-0.472700353,0.263781582,0.732477026,-0.869989069,-0.718031806,0.65463554,0.793690309,0.030702838,-0.943990073,-0.810358017,0.582420383,-0.108729574,0.481708375,-0.865486441,-0.055729944,0.437966054,-0.705479144,-0.733577061,0.923241426,-0.407196109,-0.371809448,-0.50919358,-0.490218828,-0.207554665,0.950733024
0.022934489,0.456686712,0.528866911,-0.749693916,-0.162023972,0.499676,-0.138698855,-0.81176952,0.038433147,-0.695559101,0.54449607,0.407243469,-0.303231391,-0.44547278,0.414930379,0.784312011,0.242001351,-0.561568404,0.981063938,-0.307623685,0.811980688,-0.618633821,-0.994398587,0.260346391,-0.096258573
-0.399042446,-0.300405087,0.14672442,0.572145862,-0.710350761,-0.332370651,0.506920503,0.043736105,-0.90697882,0.969790559,-0.345136203,-0.163224223,0.324983417,0.273508158,-0.868334474,-0.27835267,0.339985484,0.573997723,-0.401872571,-0.427275477,0.274088034,-0.740079126,0.558932728,0.708627908,0.283349762
-0.556372951,-0.334245239,0.684926687,0.40109487,-0.008364006,0.825623841,0.747717065,-0.68755454,0.924029082,0.544843009,-0.434654625,-0.193689471,-0.349518706,0.926289691,0.254391662,-0.960627631,-0.214564517,-0.738991638,0.834901279,0.912426687,-0.878090124,0.79877469,-0.049852698,-0.590667848,-0.724321382
0.451179307,-0.939133333,0.647374867,-0.800583219,-0.598229971,-0.592751769,0.923751079,0.62688548,-0.079180769,-0.544023267,-0.973326937,-0.739633165,-0.558278851,0.895713294,0.590420864,-0.937687677,-0.471056494,0.819871954,-0.316291493,0.706754349,0.663923487,0.167226808,-0.001239645,-0.006415154,-0.329696982
-0.565433085,-0.516354138,0.370501479,0.655342039,-0.170170429,0.195014458,0.642470268,-0.389874188,-0.194169777,0.855289978,0.490377931,-0.198768092,-0.560850907,-0.891915576,0.546957316,-0.805687705,-0.152091276,-0.428325938,-0.91648948,0.00697154,0.200844019,-0.718242208,0.398872357,-0.842524136,0.934763106
-0.233483528,0.925503574,0.533321836,0.624611213,-0.576137868,-0.26012727,-0.071679327,-0.474234993,-0.490996556,-0.188466813,-0.156316825,-0.560661973,-0.389335384,0.48396268,0.347643139,-0.081395479,-0.140057356,0.532404844,0.234602771,-0.806545469,-0.969053202,0.03429916,-0.55715845,-0.432475856,-0.387180711
0.117352231,-0.250260279,-0.881890187,0.166796997,0.611864323,0.651676014,0.90720022,0.282130284,-0.83313938,-0.984415757,-0.567587723,0.920453324,0.592591636,-0.148134948,0.504621603,0.773994768,0.851120968,-0.421484565,-0.716470247,-0.072163584,0.362040959,0.952560399,-0.13955866,-0.978503253,0.181210247
0.642724248,0.740487076,0.010375543,0.426356108,-0.23494433,0.862970995,0.337550643,0.089874936,-0.658639128,-0.870095301,-0.244713192,-0.374079687,0.877294608,0.123694905,0.733413066,0.300555181,0.362678515,0.650786971,-0.818151959,-0.172951638,0.866345191,0.019268218,0.314751674,0.782265125,0.624445462
0.076954818,-0.323182213,-0.551547467,0.685354815,-0.333255694,0.998423715,-0.237963917,-0.769622151,0.302516502,-0.385839046,0.827178264,-0.167716547,0.918580841,0.38304379,0.122077507,0.197390495,0.9156415,-0.224776934,0.12608787,-0.319692816,0.537359517,0.200981868,-0.223539096,-0.550189987,-0.897074875
0.888089972,-0.706709,0.287129039,0.68588638,-0.860107996,-0.07795417,0.595315716,0.776268461,0.544705169,0.078484914,0.731547259,0.622633148,-0.041300257,0.816830255,-0.434844169,-0.780386421,-0.725619102,-0.541389632,-0.637551304,0.138482069,-0.849570941,0.753835493,0.124507035,-0.688921287,0.403908485
0.201290329,0.777137495,0.818776581,-0.607191199,-0.255394778,0.863259396,0.572859639,0.195627268,-0.3433144,-0.706632275,0.777568072,0.380518863,-0.922445227,-0.308935916,-0.398982413,-0.028443012,0.900803533,-0.830321008,-0.259254983,0.245195665,0.67876844,-0.247487178,0.581591012,-0.768934052,-0.049727205
-0.845145178,-0.691804754,0.406113183,-0.247203667,-0.738951462,-0.70302933,0.6257834,0.621883956,0.36222036,0.488402265,-0.20057876,-0.109859304,-0.696907314,0.24834042,-0.475174517,0.754678769,-0.981895227,-0.901135722,-0.426692334,-0.814141625,0.010129259,-0.973137406,0.767352711,-0.573202559,0.263551568
0.228356545,-0.327292058,-0.402294043,0.413829533,0.180067464,-0.23705341,-0.199803626,0.855794369,-0.093275463,0.372617577,-0.183523052,0.672541754,0.03540781,0.429075919,0.440639596,0.579522981,-0.145093669,0.485945789,0.319228729,-0.817296387,-0.823333824,-0.137092454,0.437549118,-0.301010347,-0.711515755
0.678774202,0.719972772,-0.011003952,-0.922079573,0.20961104,-0.178192188,-0.848922183,0.093018375,0.737613935,-0.451844691,-0.131269995,0.293739819,0.95743345,-0.682778732,-0.46143627,-0.352236624,0.625119243,-0.123412037,-0.992415469,-0.701818899,-0.472093002,-0.988334066,-0.923600026,-0.362425663,0.85077032
0.522097825,-0.215853602,-0.543013679,-0.166753426,-0.592699165,-0.579075609,-0.188154834,0.48438673,0.467059597,0.982241069,-0.306220114,-0.138635273,0.579279891,-0.741418278,0.566731709,0.765753465,-0.208380407,0.462489596,-0.869410334,-0.294250252,-0.977003134,0.276691236,0.442423068,0.945287037,-0.809631096
-0.477253906,-0.587043061,0.45913362,0.618882789,-0.342804044,-0.884158916,-0.386197065,-0.355027581,0.295744597,-0.281679467,0.996759445,0.687309423,0.303823804,0.955480147,-0.34222368,-0.607729513,0.094726906,-0.197064177,0.369437847,-0.850943454,-0.623047021,-0.961460563,-0.372602883,-0.446700549,-0.891193931
-0.469158673,0.789551684,0.831397137,-0.319397103,0.945302,-0.471846818,-0.750964887,-0.239898997,-0.2699814,-0.920420478,-0.416230864,-0.841126194,-0.061613634,-0.145012641,-0.928477825,0.586098375,-0.932989803,0.499734575,0.019646488,-0.184634388,-0.903458352,-0.239132155,-0.374260352,-0.776082274,0.873607764
0.727909091,0.299370206,-0.074755601,-0.883100832,0.100328628,0.602541913,-0.181861971,-0.11112226,-0.366852135,0.862101479,-0.163791367,-0.193634157,0.654211804,0.539822021,0.442005324,-0.384089914,-0.737339563,0.641209905,0.475929637,0.311305528,0.033545229,0.186718253,-0.554907347,-0.692555276,0.198685718
-0.630998665,0.099337279,0.120573041,0.694210563,0.571024417,0.064180593,-0.268794352,-0.835694481,0.023389781,0.286300479,-0.015114971,-0.323674172,0.554626903,-0.194211959,-0.861697455,0.903139128,0.207330252,0.866755162,0.602127961,-0.029213316,-0.594429794,-0.302533913,0.877823948,0.034951853,0.557379377
0.699196132,-0.966705419,-0.393801727,0.175779557,0.136225473,-0.920881416,-0.429690286,-0.864865628,-0.607083377,0.142903145,0.644885329,0.806406648,-0.213598239,0.209963743,-0.034976323,-0.817686499,-0.834384302,-0.114249181,0.843275475,-0.403866062,-0.985385219,-0.994509905,-0.791247495,-0.937593386,-0.60873973
-0.630118844,-0.486613468,-0.403241719,-0.512774593,0.669692818,-0.306947285,0.656218844,0.082369701,-0.504012217,0.036490304,-0.332146481,-0.14989535,-0.593315947,0.920055448,-0.643273919,0.962976574,-0.655309752,-0.609430825,0.372783037,-0.666393651,0.81521213,0.703964824,0.265574605,-0.104890212,-0.987048521
0.241809425,0.459947532,0.883583347,-0.507982182,0.035766441,-0.127732284,-0.865207194,0.13461421,0.45219051,0.109665433,-0.429864121,0.943600642,-0.538838486,-0.410202259,-0.066108221,0.927473949,-0.618850173,0.451843371,0.964933732,0.665234272,0.437955578,0.443681465,0.335982404,-0.734765805,-0.634363873
0.217616242,0.065382685,0.879306755,-0.50234939,0.289717006,0.258212309,0.718603251,-0.921868897,-0.821461575,0.148679951,0.603650658,-0.450169674,0.628310242,0.696603246,0.900151598,0.935764858,0.601231452,0.721287247,0.028819418,-0.120779562,0.592630533,0.653472543,-0.161596714,-0.370107262,0.41609152
0.518848084,0.627928139,-0.211731451,-0.267714541,-0.942342707,0.305170395,0.033113712,-0.702026534,-0.017191891,-0.795922848,-0.297657001,-0.646073765,0.994313583,0.908996698,0.983399629,0.1840761,0.20087543,-0.755175247,0.753871781,-0.852251208,-0.525536991,0.783533105,0.436748148,0.237903817,-0.058706682
0.256837575,0.488957722,-0.497157792,0.298413258,0.521868356,-0.036203656,0.481508284,-0.485992783,0.873627004,0.290657707,0.892076978,0.406391383,-0.783172278,0.787408433,-0.025103233,0.784527007,-0.708690636,0.416982064,-0.282225809,0.850871289,0.218902991,0.571998819,0.707790484,0.247582027,0.360710192
0.320421512,-0.943311751,-0.395562647,0.901474728,-0.685576538,-0.247196308,-0.557095012,-0.899897042,0.848787587,0.636371925,0.313384627,0.026975175,0.360399562,-0.88971224,0.853221807,-0.193838456,0.180866786,-0.341865076,0.938782319,0.17346832,-0.21084983,-0.600009842,0.133397377,-0.915426915,0.778827179
0.00753302,-0.163328083,-0.006145559,0.110477739,0.250318279,-0.020895902,0.703700409,-0.833854858,0.554007097,-0.301293563,0.59700878,0.97602085,0.586945252,0.150379395,-0.811534269,0.613520116,-0.484081522,-0.653694732,0.654349388,-0.103504423,0.810479407,0.39642647,-0.204370907,-0.992455585,0.982091729
0.038607839,0.877062272,0.524044828,0.590165461,-0.807155628,0.175335396,0.608692534,0.002069889,0.070277374,-0.76054759,0.63535498,-0.850907503,-0.874379682,0.851590442,-0.239176603,-0.256807065,0.504387752,-0.958978041,-0.804364207,-0.421548556,0.12890138,0.113973872,-0.548555543,0.835860521,0.232766779
-0.494523104,-0.282803352,-0.502880049,0.421650607,0.857904457,0.028893114,0.296656005,-0.050857115,-0.636157383,0.093980143,-0.164684921,0.250629242,-0.796131255,0.899908193,0.59820276,0.91123042,-0.793593301,-0.303551141,0.149186892,0.550988732,0.477689627,0.938432206,-0.143405113,0.305089691,0.495537542
-0.62635481,-0.774190196,0.976930147,-0.796402761,0.973926808,0.016774249,0.105298199,-0.230912633,-0.927156319,-0.917106233,-0.62756035,0.763130455,-0.004833511,-0.075683672,-0.070412033,-0.920250006,-0.044549004,-0.538720544,-0.792462387,-0.77369331,0.686500671,0.915503253,-0.4001399,-0.343758167,-0.150480234
-0.652340697,-0.297021353,-0.354914623,0.267594329,-0.580659881,0.228137375,-0.866607117,-0.872690396,0.722777579,0.948757031,0.816595757,-0.532504407,-0.104786737,0.233200193,0.072169028,-0.944158639,-0.739806182,0.394392615,-0.415366406,-0.881949331,0.011769987,-0.458576101,-0.737674492,-0.45518608,-0.353641857
0.368578373,0.817579228,-0.172935018,-0.381263676,-0.637369554,-0.666604106,-0.840952979,0.115917492,0.32860302,0.72030083,-0.512577415,-0.338371558,-0.2996801,-0.768192617,-0.627528206,0.4729217,-0.632844679,-0.654279152,0.399358922,-0.78085923,0.788474161,0.720592569,-0.689076824,0.621043845,0.041311493
0.387185372,-0.695579596,-0.304431397,-0.230417768,-0.365462158,0.487051555,0.384514763,-0.760229738,-0.002206639,-0.378975185,0.254303992,0.493739691,0.380664512,-0.747686636,-0.447255382,-0.483649,-0.013539433,0.33038178,0.694438383,0.466708925,0.422186371,-0.874346743,0.509109405,-0.837430284,0.627317667
0.209376209,0.212869275,-0.898710546,-0.084426652,0.88102918,-0.336095184,-0.657192409,0.701850244,-0.866787139,0.004479942,0.972848228,-0.770865723,0.548089223,0.374715281,-0.200007332,0.944385713,-0.169537254,-0.336507228,-0.558100872,-0.61052857,0.447796846,-0.926796972,-0.357517752,0.030210813,-0.348763009
0.946293966,0.943605513,-0.119198707,0.048616311,-0.891838993,-0.493252976,-0.167450832,0.367464742,-0.990035219,0.95399652,0.191929198,0.266610614,0.951979549,0.182181581,0.796162099,0.800305135,0.728886712,0.553269717,0.847202943,-0.653414243,0.3091638,-0.063278109,0.330220711,-0.708295251,-0.6811043
0.792940966,0.669254752,-0.857822012,0.632360363,0.626126558,0.818832232,0.988021014,-0.298374478,0.226886504,-0.979750817,0.66024752,0.181556667,0.251946455,-0.48819545,-0.716594907,0.530857241,-0.50004345,-0.601796277,0.973542214,0.631503506,0.025566675,0.531608884,-0.456684286,0.486377499,-0.04601032
0.124694577,0.912606838,0.729265103,0.343782118,-0.562164601,-0.873394267,0.646710183,0.389842533,0.598477808,-0.846863291,-0.356497132,-0.5635737,-0.970766533,-0.020966624,0.838134556,0.441781973,-0.135753133,-0.328302005,0.695272886,-0.29306993,-0.082651029,0.918342626,-0.311997295,0.067188058,0.773149363
0.209949109,0.43897406,0.397203455,-0.613048599,-0.248556043,0.378404178,0.056922144,0.501065399,0.993960339,-0.928141334,0.841775232,0.815228294,-0.621742374,0.508580934,0.603943991,-0.8706415,-0.118284809,-0.224434962,-0.373092884,0.590353974,-0.404767155,-0.786472079,-0.577972239,0.289415873,0.042587562
0.35265026,0.257564199,0.270814989,-0.393031688,0.518505204,-0.795825353,0.213971066,-0.262924667,-0.652145748,0.402398848,-0.825541406,0.630784772,0.270083326,0.54616317,-0.033091236,-0.741632748,0.489531836,-0.658718164,0.233782426,0.22799181,0.112224678,0.083732246,-0.604050441,0.667362565,-0.423102438
0.740935491,-0.146974052,0.26467079,-0.612454248,-0.184065157,0.669655965,0.689772416,-0.920632308,-0.82646332,-0.132464961,-0.915605066,0.764175726,-0.738328133,0.68632578,-0.787308317,-0.167837257,-0.477372299,0.882224179,0.751282123,-0.622057269,-0.326254421,0.617477168,0.348293977,-0.041368161,0.633953268
0.847548617,-0.212145749,0.319409516,-0.176423145,0.9072464,0.162589177,0.172092901,-0.63234582,-0.163267177,-0.555909897,-0.040515799,0.452560797,0.792722664,0.643612607,0.526905203,-0.824114452,0.626990985,0.010329348,-0.699462861,-0.879809543,0.987758626,-0.283969486,0.717665762,0.094607692,0.32827535
0.059329459,0.327074811,0.306419007,0.268285701,0.304565672,0.678334004,0.245284936,0.578760884,0.812711103,-0.082788633,0.072617202,-0.42455626,0.529548041,-0.529353782,0.665579444,-0.019088489,-0.272819896,0.952775547,-0.018493033,0.287342595,0.519083845,-0.310602873,0.250928699,0.59781975,0.245507352
-0.121327903,0.11982074,-0.246214583,-0.253044807,0.043689413,-0.148682835,-0.465544919,-0.099507822,0.814333231,-0.443507316,0.462880698,-0.229972551,-0.208722451,0.323799078,0.733458582,0.022839773,-0.129763852,0.546929422,-0.331181031,0.411605623,0.994177014,-0.252406323,0.588855642,0.711092538,0.187718774
-0.775012083,-0.078421324,0.869437394,0.796417297,0.274153463,-0.121258711,-0.202128087,-0.319303125,0.217840157,-0.965101597,-0.57998554,-0.998118711,0.198938092,-0.710117093,0.31787386,-0.864160865,0.783243946,-0.307811458,0.544075451,0.862539804,0.799387348,0.449196582,0.32931163,0.162344341,0.145458069
-0.800700437,0.647571047,-0.474110652,0.720575912,0.687870373,0.602766871,0.208112002,0.276233018,0.191158247,0.919201351,0.841376857,-0.567396026,0.566575151,-0.781987989,0.430455692,0.884504131,-0.727734372,0.639205638,-0.142883485,-0.411872922,0.177986873,0.413679201,-0.015182211,0.732690685,0.153519454
-0.168540415,0.377477035,-0.081946104,0.022266898,-0.476447599,0.693704677,-0.748679719,-0.850083678,-0.063985797,0.104533252,0.2624433,-0.561616514,-0.349515025,-0.914103105,0.738981671,-0.937035821,0.061774652,0.668249374,-0.689763472,-0.837895727,-0.991566753,-0.277304037,-0.07224294,0.790196504,-0.186512284
0.851022329,0.307785069,-0.458938119,0.897156571,-0.638235328,0.670363622,-0.012504009,-0.749609112,0.410223341,0.627527146,0.071651143,-0.689255821,-0.369281965,0.629430337,0.167967764,-0.280529847,-0.565390955,0.178022676,-0.896844398,-0.227713481,-0.750484153,-0.985721942,0.279881073,-0.093686903,-0.277584751
0.339188977,0.27451702,0.651784861,0.127411568,0.365754441,-0.18561821,0.599951509,0.284993481,0.222157558,-0.997991872,0.078356153,0.520648402,-0.154673206,0.792293162,0.150279899,-0.88396274,0.849054694,0.612185222,0.131393019,0.502555973,-0.52262671,0.066523981,0.396308013,0.205636293,-0.594448294
0.568550818,-0.382256819,0.83451498,-0.737884243,-0.377034203,0.51973119,-0.927286197,-0.641548724,-0.428356904,-0.93831043,-0.781440567,-0.257303293,-0.493105745,-0.277890323,0.259347602,0.3733018,0.912777391,0.422466597,-0.5899149,0.238519594,-0.022991109,-0.90347281,-0.88194815,-0.230274568,0.98441768
0.462486373,0.253646353,0.824045438,0.88093955,0.484236694,-0.286688192,0.59794284,-0.185225067,0.686386395,0.974389148,0.168356078,0.366683893,-0.242668964,-0.781488173,-0.735123659,0.005669839,-0.715869933,-0.440561021,0.646642551,0.094212213,-0.424678581,0.987606426,0.445989137,-0.963828862,0.587810161
0.293045225,0.730294374,-0.238190981,-0.000746267,-0.002149671,0.872312536,0.774691295,-0.163043701,-0.085617338,-0.055677371,0.27449974,-0.41812719,-0.876969927,-0.508021101,-0.047351424,-0.102337086,0.265716271,-0.241353119,-0.420890201,0.778157468,0.789564837,0.838575813,-0.183934481,-0.330726201,-0.31155922
-0.400771942,-0.745265088,0.506139711,0.872356201,0.287692265,0.549104003,-0.037747642,-0.146745307,0.849345718,0.503821518,-0.387169957,-0.463050205,-0.958720398,0.618587079,-0.419961562,-0.273287218,0.796732487,0.096883581,-0.576682578,-0.589989588,-0.57879269,0.466382481,0.612937133,-0.910600285,0.174343306
-0.562293648,-0.887470063,0.853632439,-0.460075188,0.627779312,-0.347701489,-0.783061491,-0.508497204,-0.283602207,-0.628173144,0.785756068,0.282688006,-0.253480462,-0.511312295,-0.050786769,0.073505387,0.049900066,0.244819413,0.633123586,-0.237921563,-0.842010334,-0.189190165,0.475723973,0.723390803,-0.165892886
0.47373267,0.530387482,0.544219787,0.848532405,0.525668982,-0.763639615,-0.433933464,0.190715498,-0.681689294,-0.942250785,-0.94682651,-0.596045265,-0.864863913,0.308942345,0.565887358,0.148992124,0.845025383,0.726753338,0.80797821,0.988840643,0.163854017,0.474184898,-0.769496965,0.560913654,0.07242335
